date,TEDRATE
2017-09-01,0.294
2017-10-01,0.28619047619047616
2017-11-01,0.20333333333333337
2017-12-01,0.28578947368421054
2018-01-01,0.32
2018-02-01,0.30526315789473685
2018-03-01,0.4766666666666667
2018-04-01,0.5915
2018-05-01,0.4695238095238095
2018-06-01,0.4319047619047619
2018-07-01,0.3823809523809524
2018-08-01,0.29090909090909095
2018-09-01,0.22473684210526312
2018-10-01,0.21500000000000002
2018-11-01,0.323
2018-12-01,0.42315789473684207
2019-01-01,0.4
2019-02-01,0.29
2019-03-01,0.20333333333333337
2019-04-01,0.207
2019-05-01,0.18047619047619048
2019-06-01,0.227
2019-07-01,0.195
2019-08-01,0.21619047619047618
2019-09-01,0.2305
2019-10-01,0.33
2019-11-01,0.3615
2019-12-01,0.3726315789473684
2020-01-01,0.2980952380952381
2020-02-01,0.16210526315789475
2020-03-01,0.9192682926829268
2020-04-01,0.9605
2020-05-01,0.28904761904761905
2020-06-01,0.15181818181818182
2020-07-01,0.1409090909090909
2020-08-01,0.149
2020-09-01,0.1285714285714286
2020-10-01,0.12
2020-11-01,0.12789473684210528
2020-12-01,0.14761904761904762
2021-01-01,0.13842105263157894
2021-02-01,0.14842105263157893
2021-03-01,0.15782608695652173
2021-04-01,0.165
2021-05-01,0.1363157894736842
2021-06-01,0.09636363636363637
2021-07-01,0.0780952380952381
2021-08-01,0.06904761904761905
2021-09-01,0.08227272727272728
2021-10-01,0.074
2021-11-01,0.10700000000000001
2021-12-01,0.144
2022-01-01,0.11307692307692307
