Date,Open,High,Low,Close,Adj Close,Volume
,BSX,BSX,BSX,BSX,,BSX
1992-05-01,4.25,4.5938,4.2188,4.5625,4.5625,19234400
1992-06-01,4.5625,4.6875,3.5,4.2812,4.2812,16734800
1992-07-01,4.25,5.0938,4.2188,5.0,5.0,9830800
1992-08-01,5.0,5.0625,4.3125,4.8438,4.8438,8202000
1992-09-01,4.7188,5.125,4.3438,4.4375,4.4375,7310400
1992-10-01,4.4688,5.2188,4.0,5.1875,5.1875,6223200
1992-11-01,5.2188,5.2188,4.6562,4.6875,4.6875,12046000
1992-12-01,4.7188,5.2188,4.5625,5.2188,5.2188,10387600
1993-01-01,5.2188,5.9062,4.9062,5.625,5.625,10436000
1993-02-01,5.5938,5.625,3.9062,4.6562,4.6562,9032000
1993-03-01,4.6562,4.6875,3.5312,4.0,4.0,14314800
1993-04-01,3.9375,3.9375,3.1875,3.5938,3.5938,30439200
1993-05-01,3.6562,4.0938,3.4375,3.875,3.875,10460800
1993-06-01,3.9062,4.0,3.4375,3.5,3.5,9921600
1993-07-01,3.5,3.875,3.2812,3.6875,3.6875,11685600
1993-08-01,3.625,3.6875,3.3125,3.3125,3.3125,7411200
1993-09-01,3.3438,3.5625,2.5,2.5625,2.5625,41940800
1993-10-01,2.5625,3.3125,2.3438,3.1875,3.1875,20530000
1993-11-01,3.2188,3.4062,3.0625,3.0938,3.0938,8112400
1993-12-01,3.125,3.25,2.8125,3.125,3.125,6434000
1994-01-01,3.0938,3.875,2.9688,3.8125,3.8125,17734400
1994-02-01,3.8438,3.9375,3.5312,3.9062,3.9062,11427200
1994-03-01,3.9062,4.125,3.25,3.375,3.375,19008000
1994-04-01,3.3438,3.6875,3.2812,3.4688,3.4688,5178000
1994-05-01,3.4688,3.8125,3.4375,3.6875,3.6875,3713600
1994-06-01,3.6875,3.875,3.0,3.1562,3.1562,6648800
1994-07-01,3.1562,3.5,3.1562,3.4062,3.4062,5135600
1994-08-01,3.4062,4.1875,3.2812,4.1562,4.1562,11431200
1994-09-01,4.1562,4.1875,3.75,3.9688,3.9688,5221200
1994-10-01,3.9375,4.4688,3.8125,4.4062,4.4062,11159200
1994-11-01,4.375,4.4375,3.9375,4.0,4.0,44160000
1994-12-01,4.0312,4.3438,3.8125,4.3438,4.3438,16960400
1995-01-01,4.2812,4.7812,4.1562,4.625,4.625,31231200
1995-02-01,4.625,5.4375,4.4375,5.4062,5.4062,61684400
1995-03-01,5.375,6.5938,5.2188,6.1562,6.1562,62700800
1995-04-01,6.1875,7.2188,6.1562,6.8125,6.8125,44931200
1995-05-01,6.7812,7.3125,6.375,7.1875,7.1875,41303200
1995-06-01,7.1875,8.3125,6.9688,7.9688,7.9688,31211600
1995-07-01,7.9688,9.375,7.625,9.125,9.125,31738400
1995-08-01,9.0,10.1562,8.9688,9.9375,9.9375,25485200
1995-09-01,9.9375,10.875,9.7188,10.875,10.875,20192000
1995-10-01,10.6562,10.7188,9.8438,10.5312,10.5312,32223600
1995-11-01,10.5625,10.5938,9.9688,10.125,10.125,26302000
1995-12-01,10.0,12.3438,9.3438,12.3125,12.3125,32484800
1996-01-01,12.2188,12.9062,9.9688,12.8125,12.8125,40531200
1996-02-01,12.875,12.875,10.4062,12.0,12.0,51476400
1996-03-01,12.0312,12.5,11.2812,11.5,11.5,39161600
1996-04-01,11.625,11.8438,9.4375,10.7812,10.7812,78774400
1996-05-01,10.9375,11.5312,10.2188,10.7188,10.7188,48298800
1996-06-01,10.6562,11.2812,9.4375,11.25,11.25,56649600
1996-07-01,10.9375,12.25,9.9062,11.9375,11.9375,55943600
1996-08-01,11.875,12.3438,11.375,11.4688,11.4688,23417200
1996-09-01,11.1875,14.4062,11.0,14.375,14.375,42476000
1996-10-01,14.3438,14.4375,13.2188,13.5938,13.5938,35962800
1996-11-01,13.6875,15.0,13.4375,14.5938,14.5938,35219600
1996-12-01,14.5938,15.375,13.6875,15.0,15.0,29720000
1997-01-01,15.0625,17.875,14.6562,17.0625,17.0625,74450400
1997-02-01,17.0938,17.4375,15.9062,16.5625,16.5625,46170000
1997-03-01,16.5,17.0,15.4375,15.4375,15.4375,38079200
1997-04-01,15.1875,15.4062,10.25,12.0625,12.0625,172851200
1997-05-01,12.0938,13.75,11.8906,13.3438,13.3438,107845600
1997-06-01,13.4062,15.7344,12.9375,15.3594,15.3594,71447200
1997-07-01,15.375,19.1875,15.0938,17.9375,17.9375,76650800
1997-08-01,17.9219,19.6094,17.3281,17.625,17.625,51893200
1997-09-01,17.7344,18.9688,13.3125,13.7969,13.7969,165011600
1997-10-01,13.9688,14.9375,10.5469,11.375,11.375,149045200
1997-11-01,11.5,14.3125,10.875,11.2969,11.2969,103000000
1997-12-01,11.75,11.8125,10.25,11.4688,11.4688,102404400
1998-01-01,11.5625,13.125,10.5625,12.6875,12.6875,98063600
1998-02-01,13.0312,15.625,12.4375,14.9375,14.9375,106639600
1998-03-01,14.8125,17.9219,14.375,16.875,16.875,90421600
1998-04-01,16.6875,18.4688,16.5156,18.0781,18.0781,57764400
1998-05-01,18.0781,18.6406,15.375,15.9062,15.9062,60418000
1998-06-01,15.9375,18.25,15.1094,17.9062,17.9062,64560000
1998-07-01,18.1562,19.5938,17.4688,19.1562,19.1562,62547200
1998-08-01,18.9688,20.4219,17.0469,17.3125,17.3125,69192800
1998-09-01,17.3125,18.2344,12.5625,12.8438,12.8438,104584800
1998-10-01,12.625,14.75,11.5156,13.625,13.625,104814800
1998-11-01,13.6875,14.125,10.0625,12.375,12.375,197807600
1998-12-01,12.625,14.3438,10.875,13.4062,13.4062,98726800
1999-01-01,13.7188,13.7812,11.5,12.1875,12.1875,66156200
1999-02-01,12.125,14.625,11.75,13.25,13.25,58332000
1999-03-01,13.75,21.625,13.375,20.3125,20.3125,113906400
1999-04-01,20.1875,22.4688,16.8125,21.2812,21.2812,64316600
1999-05-01,20.75,21.9375,18.5,19.0,19.0,47896400
1999-06-01,18.9062,21.9688,17.625,21.9688,21.9688,61517200
1999-07-01,21.6875,23.5312,20.125,20.2812,20.2812,47570400
1999-08-01,20.0,21.0,14.875,16.9688,16.9688,84794600
1999-09-01,16.875,18.0625,10.75,12.375,12.375,130769800
1999-10-01,12.0,13.0,8.7812,10.0938,10.0938,124535800
1999-11-01,10.1562,11.4062,9.9375,10.5625,10.5625,90542400
1999-12-01,10.4375,11.25,9.2812,10.9375,10.9375,78092400
2000-01-01,11.0625,12.9375,10.125,10.375,10.375,87208000
2000-02-01,10.375,10.875,8.875,9.125,9.125,89436600
2000-03-01,9.0625,12.375,8.8125,10.6562,10.6562,75145800
2000-04-01,10.4688,14.0,9.6875,13.25,13.25,77359600
2000-05-01,13.0,14.5938,11.8125,12.8125,12.8125,79111600
2000-06-01,12.7812,12.7812,10.5,10.9688,10.9688,62271000
2000-07-01,11.0625,13.4062,8.125,8.2812,8.2812,113357600
2000-08-01,8.4062,9.9375,7.75,9.4766,9.4766,108827400
