date,Close,00XALCATM086NEST,00XALCBEM086NEST,00XALCCZM086NEST,Close_lag1,Close_lag2,Close_lag3,00XALCATM086NEST_lag1,00XALCATM086NEST_lag2,00XALCATM086NEST_lag3,00XALCBEM086NEST_lag1,00XALCBEM086NEST_lag2,00XALCBEM086NEST_lag3,00XALCCZM086NEST_lag1,00XALCCZM086NEST_lag2,00XALCCZM086NEST_lag3,target
2001-03-01,22.07,84.875,84.445,85.95,18.25,21.62,14.88,84.745,84.535,84.50999999999999,86.89333333333333,82.77000000000001,84.14,85.9,85.85,81.83333333333333,19.95
2001-04-01,25.49,85.305,85.215,86.30000000000001,22.07,18.25,21.62,84.875,84.745,84.535,84.445,86.89333333333333,82.77000000000001,85.95,85.9,85.85,23.25
2001-05-01,19.95,85.47999999999999,85.66499999999999,86.85,25.49,22.07,18.25,85.305,84.875,84.745,85.215,84.445,86.89333333333333,86.30000000000001,85.95,85.9,18.79
2001-06-01,23.25,85.59,88.48,87.8,19.95,25.49,22.07,85.47999999999999,85.305,84.875,85.66499999999999,85.215,84.445,86.85,86.30000000000001,85.95,18.55
2001-07-01,18.79,85.465,84.715,88.6,23.25,19.95,25.49,85.59,85.47999999999999,85.305,88.48,85.66499999999999,85.215,87.8,86.85,86.30000000000001,15.51
2001-08-01,18.55,85.23,88.50666666666666,88.5,18.79,23.25,19.95,85.465,85.59,85.47999999999999,84.715,88.48,85.66499999999999,88.6,87.8,86.85,17.56
2001-09-01,15.51,85.56,85.98,87.8,18.55,18.79,23.25,85.23,85.465,85.59,88.50666666666666,84.715,88.48,88.5,88.6,87.8,21.3
2001-10-01,17.56,85.715,85.88999999999999,87.7,15.51,18.55,18.79,85.56,85.23,85.465,85.98,88.50666666666666,84.715,87.8,88.5,88.6,21.9
2001-11-01,21.3,85.685,85.88,87.5,17.56,15.51,18.55,85.715,85.56,85.23,85.88999999999999,85.98,88.50666666666666,87.7,87.8,88.5,24.72
2001-12-01,21.9,85.91499999999999,85.765,87.6,21.3,17.56,15.51,85.685,85.715,85.56,85.88,85.88999999999999,85.98,87.5,87.7,87.8,21.7
2002-01-01,24.72,86.07,87.58333333333333,88.9,21.9,21.3,17.56,85.91499999999999,85.685,85.715,85.765,85.88,85.88999999999999,87.6,87.5,87.7,23.67
2002-02-01,21.7,86.21000000000001,89.05666666666667,89.0,24.72,21.9,21.3,86.07,85.91499999999999,85.685,87.58333333333333,85.765,85.88,88.9,87.6,87.5,24.27
2002-03-01,23.67,86.285,86.61,88.9,21.7,24.72,21.9,86.21000000000001,86.07,85.91499999999999,89.05666666666667,87.58333333333333,85.765,89.0,88.9,87.6,23.3
2002-04-01,24.27,86.67500000000001,86.66499999999999,88.9,23.67,21.7,24.72,86.285,86.21000000000001,86.07,86.61,89.05666666666667,87.58333333333333,88.9,89.0,88.9,17.72
2002-05-01,23.3,86.84,89.46,88.7,24.27,23.67,21.7,86.67500000000001,86.285,86.21000000000001,86.66499999999999,86.61,89.05666666666667,88.9,88.9,89.0,15.26
2002-06-01,17.72,86.83000000000001,89.19,88.5,23.3,24.27,23.67,86.84,86.67500000000001,86.285,89.46,86.66499999999999,86.61,88.7,88.9,88.9,14.75
2002-07-01,15.26,86.67500000000001,85.67500000000001,88.7,17.72,23.3,24.27,86.83000000000001,86.84,86.67500000000001,89.19,89.46,86.66499999999999,88.5,88.7,88.9,14.5
2002-08-01,14.75,86.84,86.91499999999999,88.5,15.26,17.72,23.3,86.67500000000001,86.83000000000001,86.84,85.67500000000001,89.19,89.46,88.7,88.5,88.7,16.07
2002-09-01,14.5,86.83500000000001,89.67666666666666,88.0,14.75,15.26,17.72,86.84,86.67500000000001,86.83000000000001,86.91499999999999,85.67500000000001,89.19,88.5,88.7,88.5,15.5
2002-10-01,16.07,87.035,89.58999999999999,87.7,14.5,14.75,15.26,86.83500000000001,86.84,86.67500000000001,89.67666666666666,86.91499999999999,85.67500000000001,88.0,88.5,88.7,14.33
2002-11-01,15.5,87.025,89.45333333333333,87.5,16.07,14.5,14.75,87.035,86.83500000000001,86.84,89.58999999999999,89.67666666666666,86.91499999999999,87.7,88.0,88.5,14.36
2002-12-01,14.33,87.26,89.56333333333333,87.6,15.5,16.07,14.5,87.025,87.035,86.83500000000001,89.45333333333333,89.58999999999999,89.67666666666666,87.5,87.7,88.0,15.01
2003-01-01,14.36,87.425,85.94,88.1,14.33,15.5,16.07,87.26,87.025,87.035,89.56333333333333,89.45333333333333,89.58999999999999,87.6,87.5,87.7,14.14
2003-02-01,15.01,87.595,87.79,88.25,14.36,14.33,15.5,87.425,87.26,87.025,85.94,89.56333333333333,89.45333333333333,88.1,87.6,87.5,14.22
2003-03-01,14.14,87.83,90.74333333333334,88.15,15.01,14.36,14.33,87.595,87.425,87.26,87.79,85.94,89.56333333333333,88.25,88.1,87.6,17.95
2003-04-01,14.22,87.74000000000001,87.86500000000001,88.35,14.14,15.01,14.36,87.83,87.595,87.425,90.74333333333334,87.79,85.94,88.15,88.25,88.1,19.06
2003-05-01,17.95,87.62,90.19666666666669,88.35,14.22,14.14,15.01,87.74000000000001,87.83,87.595,87.86500000000001,90.74333333333334,87.79,88.35,88.15,88.25,21.08
2003-06-01,19.06,87.625,87.755,88.45,17.95,14.22,14.14,87.62,87.74000000000001,87.83,90.19666666666669,87.86500000000001,90.74333333333334,88.35,88.35,88.15,22.61
2003-07-01,21.08,87.51,86.75999999999999,88.35,19.06,17.95,14.22,87.625,87.62,87.74000000000001,87.755,90.19666666666669,87.86500000000001,88.45,88.35,88.35,20.72
2003-08-01,22.61,87.75,90.99666666666668,88.25,21.08,19.06,17.95,87.51,87.625,87.62,86.75999999999999,87.755,90.19666666666669,88.35,88.45,88.35,22.89
2003-09-01,20.72,87.955,91.12,87.9,22.61,21.08,19.06,87.75,87.51,87.625,90.99666666666668,86.75999999999999,87.755,88.25,88.35,88.45,20.91
2003-10-01,22.89,87.93,88.12,88.05,20.72,22.61,21.08,87.955,87.75,87.51,91.12,90.99666666666668,86.75999999999999,87.9,88.25,88.35,21.37
2003-11-01,20.91,88.15,88.265,88.35,22.89,20.72,22.61,87.93,87.955,87.75,88.12,91.12,90.99666666666668,88.05,87.9,88.25,22.56
2003-12-01,21.37,88.41499999999999,88.22999999999999,88.5,20.91,22.89,20.72,88.15,87.93,87.955,88.265,88.12,91.12,88.35,88.05,87.9,23.92
2004-01-01,22.56,88.46000000000001,87.05000000000001,90.0,21.37,20.91,22.89,88.41499999999999,88.15,87.93,88.22999999999999,88.265,88.12,88.5,88.35,88.05,27.04
2004-02-01,23.92,88.845,91.41333333333334,90.1,22.56,21.37,20.91,88.46000000000001,88.41499999999999,88.15,87.05000000000001,88.22999999999999,88.265,90.0,88.5,88.35,25.78
2004-03-01,27.04,89.215,91.47,90.2,23.92,22.56,21.37,88.845,88.46000000000001,88.41499999999999,91.41333333333334,87.05000000000001,88.22999999999999,90.1,90.0,88.5,28.06
2004-04-01,25.78,89.10499999999999,91.96999999999998,90.2,27.04,23.92,22.56,89.215,88.845,88.46000000000001,91.47,91.41333333333334,87.05000000000001,90.2,90.1,90.0,32.54
2004-05-01,28.06,89.435,89.495,90.65,25.78,27.04,23.92,89.10499999999999,89.215,88.845,91.96999999999998,91.47,91.41333333333334,90.2,90.2,90.1,32.34
2004-06-01,32.54,89.61,89.41,90.75,28.06,25.78,27.04,89.435,89.10499999999999,89.215,89.495,91.96999999999998,91.47,90.65,90.2,90.2,34.49
2004-07-01,32.34,89.33500000000001,88.45,91.0,32.54,28.06,25.78,89.61,89.435,89.10499999999999,89.41,89.495,91.96999999999998,90.75,90.65,90.2,38.75
2004-08-01,34.49,89.695,89.995,90.9,32.34,32.54,28.06,89.33500000000001,89.61,89.435,88.45,89.41,89.495,91.0,90.75,90.65,52.4
2004-09-01,38.75,89.61,89.91499999999999,90.25,34.49,32.34,32.54,89.695,89.33500000000001,89.61,89.995,88.45,89.41,90.9,91.0,90.75,67.05
2004-10-01,52.4,90.055,90.365,90.7,38.75,34.49,32.34,89.61,89.695,89.33500000000001,89.91499999999999,89.995,88.45,90.25,90.9,91.0,64.4
2004-11-01,67.05,90.225,90.205,90.55,52.4,38.75,34.49,90.055,89.61,89.695,90.365,89.91499999999999,89.995,90.7,90.25,90.9,76.9
2004-12-01,64.4,90.7,89.91499999999999,90.6,67.05,52.4,38.75,90.225,90.055,89.61,90.205,90.365,89.91499999999999,90.55,90.7,90.25,44.86
2005-01-01,76.9,90.455,88.68,91.1,64.4,67.05,52.4,90.7,90.225,90.055,89.91499999999999,90.205,90.365,90.6,90.55,90.7,41.67
2005-02-01,44.86,90.795,90.64,91.1,76.9,64.4,67.05,90.455,90.7,90.225,88.68,89.91499999999999,90.205,91.1,90.6,90.55,36.06
2005-03-01,41.67,91.235,91.24,91.0,44.86,76.9,64.4,90.795,90.455,90.7,90.64,88.68,89.91499999999999,91.1,91.1,90.6,39.7593
2005-04-01,36.06,91.035,91.425,91.3,41.67,44.86,76.9,91.235,90.795,90.455,91.24,90.64,88.68,91.0,91.1,91.1,36.81
2005-05-01,39.7593,91.05,91.525,91.45,36.06,41.67,44.86,91.035,91.235,90.795,91.425,91.24,90.64,91.3,91.0,91.1,42.65
2005-06-01,36.81,91.285,94.67,92.0,39.7593,36.06,41.67,91.05,91.035,91.235,91.525,91.425,91.24,91.45,91.3,91.0,46.89
2005-07-01,42.65,91.1,93.69666666666669,92.4,36.81,39.7593,36.06,91.285,91.05,91.035,94.67,91.525,91.425,92.0,91.45,91.3,53.61
2005-08-01,46.89,91.23,95.44333333333334,92.35,42.65,36.81,39.7593,91.1,91.285,91.05,93.69666666666669,94.67,91.525,92.4,92.0,91.45,57.59
2005-09-01,53.61,91.785,92.55,92.25,46.89,42.65,36.81,91.23,91.1,91.285,95.44333333333334,93.69666666666669,94.67,92.35,92.4,92.0,67.82
2005-10-01,57.59,91.825,92.395,93.15,53.61,46.89,42.65,91.785,91.23,91.1,92.55,95.44333333333334,93.69666666666669,92.25,92.35,92.4,71.89
2005-11-01,67.82,91.665,95.18666666666668,92.75,57.59,53.61,46.89,91.825,91.785,91.23,92.395,92.55,95.44333333333334,93.15,92.25,92.35,75.51
2005-12-01,71.89,91.945,92.395,92.4,67.82,57.59,53.61,91.665,91.825,91.785,95.18666666666668,92.395,92.55,92.75,93.15,92.25,68.49
2006-01-01,75.51,91.885,91.13,93.5,71.89,67.82,57.59,91.945,91.665,91.825,92.395,95.18666666666668,92.395,92.4,92.75,93.15,62.72
2006-02-01,68.49,92.195,93.28,93.4,75.51,71.89,67.82,91.885,91.945,91.665,91.13,92.395,95.18666666666668,93.5,92.4,92.75,70.39
2006-03-01,62.72,92.47,96.09333333333332,93.3,68.49,75.51,71.89,92.195,91.885,91.945,93.28,91.13,92.395,93.4,93.5,92.4,59.77
2006-04-01,70.39,93.01,96.65,93.6,62.72,68.49,75.51,92.47,92.195,91.885,96.09333333333332,93.28,91.13,93.3,93.4,93.5,57.27
2006-05-01,59.77,93.01,96.99666666666668,94.15,70.39,62.72,68.49,93.01,92.47,92.195,96.65,96.09333333333332,93.28,93.6,93.3,93.4,67.96
2006-06-01,57.27,93.03,97.07333333333334,94.25,59.77,70.39,62.72,93.01,93.01,92.47,96.99666666666668,96.65,96.09333333333332,94.15,93.6,93.3,67.85
2006-07-01,67.96,92.88,93.125,94.6,57.27,59.77,70.39,93.03,93.01,93.01,97.07333333333334,96.99666666666668,96.65,94.25,94.15,93.6,76.98
2006-08-01,67.85,93.165,94.775,94.85,67.96,57.27,59.77,92.88,93.03,93.01,93.125,97.07333333333334,96.99666666666668,94.6,94.25,94.15,81.08
2006-09-01,76.98,93.03,94.29,94.3,67.85,67.96,57.27,93.165,92.88,93.03,94.775,93.125,97.07333333333334,94.85,94.6,94.25,91.66
2006-10-01,81.08,92.955,94.015,93.75,76.98,67.85,67.96,93.03,93.165,92.88,94.29,94.775,93.125,94.3,94.85,94.6,84.84
2006-11-01,91.66,93.08,97.11333333333334,93.6,81.08,76.98,67.85,92.955,93.03,93.165,94.015,94.29,94.775,93.75,94.3,94.85,85.73
2006-12-01,84.84,93.435,94.335,93.85,91.66,81.08,76.98,93.08,92.955,93.03,97.11333333333334,94.015,94.29,93.6,93.75,94.3,84.61
2007-01-01,85.73,93.5,95.54666666666668,94.7,84.84,91.66,81.08,93.435,93.08,92.955,94.335,97.11333333333334,94.015,93.85,93.6,93.75,92.91
2007-02-01,84.61,93.8,94.955,94.8,85.73,84.84,91.66,93.5,93.435,93.08,95.54666666666668,94.335,97.11333333333334,94.7,93.85,93.6,99.8
2007-03-01,92.91,94.26,97.82,94.95,84.61,85.73,84.84,93.8,93.5,93.435,94.955,95.54666666666668,94.335,94.8,94.7,93.85,121.191
2007-04-01,99.8,94.635,98.28000000000002,95.6,92.91,84.61,85.73,94.26,93.8,93.5,97.82,94.955,95.54666666666668,94.95,94.8,94.7,122.04
2007-05-01,121.191,94.8,98.14,95.85,99.8,92.91,84.61,94.635,94.26,93.8,98.28000000000002,97.82,94.955,95.6,94.95,94.8,131.76
2007-06-01,122.04,94.78,98.20666666666666,96.05,121.191,99.8,92.91,94.8,94.635,94.26,98.14,98.28000000000002,97.82,95.85,95.6,94.95,138.48
2007-07-01,131.76,94.715,94.225,96.25,122.04,121.191,99.8,94.78,94.8,94.635,98.20666666666666,98.14,98.28000000000002,96.05,95.85,95.6,153.47
2007-08-01,138.48,94.745,98.68,96.25,131.76,122.04,121.191,94.715,94.78,94.8,94.225,98.20666666666666,98.14,96.25,96.05,95.85,189.95
2007-09-01,153.47,94.98,98.49,95.9,138.48,131.76,122.04,94.745,94.715,94.78,98.68,94.225,98.20666666666666,96.25,96.25,96.05,182.22
2007-10-01,189.95,95.63,96.015,96.6,153.47,138.48,131.76,94.98,94.745,94.715,98.49,98.68,94.225,95.9,96.25,96.25,198.08
2007-11-01,182.22,96.095,99.83,97.45,189.95,153.47,138.48,95.63,94.98,94.745,96.015,98.49,98.68,96.6,95.9,96.25,135.36
2007-12-01,198.08,96.715,100.20666666666666,97.9,182.22,189.95,153.47,96.095,95.63,94.98,99.83,96.015,98.49,97.45,96.6,95.9,125.02
2008-01-01,135.36,96.35,95.91,101.4,198.08,182.22,189.95,96.715,96.095,95.63,100.20666666666666,99.83,96.015,97.9,97.45,96.6,143.5
2008-02-01,125.02,96.65,101.36,101.5,135.36,198.08,182.22,96.35,96.715,96.095,95.91,100.20666666666666,99.83,101.4,97.9,97.45,173.95
2008-03-01,143.5,97.52,102.12333333333332,101.4,125.02,135.36,198.08,96.65,96.35,96.715,101.36,95.91,100.20666666666666,101.5,101.4,97.9,188.75
2008-04-01,173.95,97.78,99.25,101.75,143.5,125.02,135.36,97.52,96.65,96.35,102.12333333333332,101.36,95.91,101.4,101.5,101.4,167.44
2008-05-01,188.75,98.31,100.12,102.15,173.95,143.5,125.02,97.78,97.52,96.65,99.25,102.12333333333332,101.36,101.75,101.4,101.5,158.95
2008-06-01,167.44,98.595,103.92666666666666,102.25,188.75,173.95,143.5,98.31,97.78,97.52,100.12,99.25,102.12333333333332,102.15,101.75,101.4,169.53
2008-07-01,158.95,98.285,102.93333333333334,102.7,167.44,188.75,173.95,98.595,98.31,97.78,103.92666666666666,100.12,99.25,102.25,102.15,101.75,113.66
2008-08-01,169.53,98.1,104.04666666666668,102.25,158.95,167.44,188.75,98.285,98.595,98.31,102.93333333333334,103.92666666666666,100.12,102.7,102.25,102.15,107.59
2008-09-01,113.66,98.495,100.835,101.75,169.53,158.95,167.44,98.1,98.285,98.595,104.04666666666668,102.93333333333334,103.92666666666666,102.25,102.7,102.25,92.67
2008-10-01,107.59,98.46,103.75666666666666,101.75,113.66,169.53,158.95,98.495,98.1,98.285,100.835,104.04666666666668,102.93333333333334,101.75,102.25,102.7,85.35
2008-11-01,92.67,98.195,103.05,100.95,107.59,113.66,169.53,98.46,98.495,98.1,103.75666666666666,100.835,104.04666666666668,101.75,101.75,102.25,90.13
2008-12-01,85.35,98.03,99.825,100.55,92.67,107.59,113.66,98.195,98.46,98.495,103.05,103.75666666666666,100.835,100.95,101.75,101.75,89.31
2009-01-01,90.13,97.42,100.89666666666666,102.05,85.35,92.67,107.59,98.03,98.195,98.46,99.825,103.05,103.75666666666666,100.55,100.95,101.75,105.12
2009-02-01,89.31,97.92,100.205,102.15,90.13,85.35,92.67,97.42,98.03,98.195,100.89666666666666,99.825,103.05,102.05,100.55,100.95,125.83
2009-03-01,105.12,98.085,102.69,102.25,89.31,90.13,85.35,97.92,97.42,98.03,100.205,100.89666666666666,99.825,102.15,102.05,100.55,135.81
2009-04-01,125.83,98.265,102.98,102.15,105.12,89.31,90.13,98.085,97.92,97.42,102.69,100.205,100.89666666666666,102.25,102.15,102.05,142.43
2009-05-01,135.81,98.34,99.77,102.15,125.83,105.12,89.31,98.265,98.085,97.92,102.98,102.69,100.205,102.15,102.25,102.15,163.39
2009-06-01,142.43,98.23,102.71666666666664,102.25,135.81,125.83,105.12,98.34,98.265,98.085,99.77,102.98,102.69,102.15,102.15,102.25,168.21
2009-07-01,163.39,97.82,101.0,101.8,142.43,135.81,125.83,98.23,98.34,98.265,102.71666666666664,99.77,102.98,102.25,102.15,102.15,185.35
2009-08-01,168.21,98.24,100.11,101.65,163.39,142.43,135.81,97.82,98.23,98.34,101.0,102.71666666666664,99.77,101.8,102.25,102.15,188.5
2009-09-01,185.35,98.44,102.75333333333332,101.05,168.21,163.39,142.43,98.24,97.82,98.23,100.11,101.0,102.71666666666664,101.65,101.8,102.25,199.91
2009-10-01,188.5,98.56,99.66,100.75,185.35,168.21,163.39,98.44,98.24,97.82,102.75333333333332,100.11,101.0,101.05,101.65,101.8,210.732
2009-11-01,199.91,98.76,102.93333333333334,100.85,188.5,185.35,168.21,98.56,98.44,98.24,99.66,102.75333333333332,100.11,100.75,101.05,101.65,192.063
2009-12-01,210.732,99.08,103.15,101.0,199.91,188.5,185.35,98.76,98.56,98.44,102.93333333333334,99.66,102.75333333333332,100.85,100.75,101.05,204.62
2010-01-01,192.063,98.64,101.60333333333334,102.05,210.732,199.91,188.5,99.08,98.76,98.56,103.15,102.93333333333334,99.66,101.0,100.85,100.75,235.0
2010-02-01,204.62,98.84,100.97,102.05,192.063,210.732,199.91,98.64,99.08,98.76,101.60333333333334,103.15,102.93333333333334,102.05,101.0,100.85,261.09
2010-03-01,235.0,99.875,101.51,102.35,204.62,192.063,210.732,98.84,98.64,99.08,100.97,101.60333333333334,103.15,102.05,102.05,101.0,256.88
2010-04-01,261.09,100.065,105.12333333333332,102.75,235.0,204.62,192.063,99.875,98.84,98.64,101.51,100.97,101.60333333333334,102.35,102.05,102.05,251.53
2010-05-01,256.88,99.99,105.48,102.8,261.09,235.0,204.62,100.065,99.875,98.84,105.12333333333332,101.51,100.97,102.75,102.35,102.05,257.25
2010-06-01,251.53,99.99,105.49,102.85,256.88,261.09,235.0,99.99,100.065,99.875,105.48,105.12333333333332,101.51,102.8,102.75,102.35,243.1
2010-07-01,257.25,99.47,103.48,103.05,251.53,256.88,261.09,99.99,99.99,100.065,105.49,105.48,105.12333333333332,102.85,102.8,102.75,283.75
2010-08-01,243.1,99.735,105.69,102.8,257.25,251.53,256.88,99.47,99.99,99.99,103.48,105.49,105.48,103.05,102.85,102.8,300.98
2010-09-01,283.75,100.145,105.82,102.5,243.1,257.25,251.53,99.735,99.47,99.99,105.69,103.48,105.49,102.8,103.05,102.85,311.15
2010-10-01,300.98,100.52,105.97333333333334,102.3,283.75,243.1,257.25,100.145,99.735,99.47,105.82,105.69,103.48,102.5,102.8,103.05,322.56
2010-11-01,311.15,100.52,106.10666666666668,102.45,300.98,283.75,243.1,100.52,100.145,99.735,105.97333333333334,105.82,105.69,102.3,102.5,102.8,339.32
2010-12-01,322.56,101.235,103.56,103.05,311.15,300.98,283.75,100.52,100.52,100.145,106.10666666666668,105.97333333333334,105.82,102.45,102.3,102.5,353.21
2011-01-01,339.32,101.08,106.8825,103.8,322.56,311.15,300.98,101.235,100.52,100.52,103.56,106.10666666666668,105.97333333333334,103.05,102.45,102.3,348.5075
2011-02-01,353.21,101.88,109.4825,103.8,339.32,322.56,311.15,101.08,101.235,100.52,106.8825,103.56,106.10666666666668,103.8,103.05,102.45,350.13
2011-03-01,348.5075,103.16,109.9025,103.95,353.21,339.32,322.56,101.88,101.08,101.235,109.4825,106.8825,103.56,103.8,103.8,103.05,347.83
2011-04-01,350.13,103.79,110.24,104.25,348.5075,353.21,339.32,103.16,101.88,101.08,109.9025,109.4825,106.8825,103.95,103.8,103.8,335.67
2011-05-01,347.83,103.69,110.415,104.7,350.13,348.5075,353.21,103.79,103.16,101.88,110.24,109.9025,109.4825,104.25,103.95,103.8,390.48
2011-06-01,335.67,103.66,109.15,104.8,347.83,350.13,348.5075,103.69,103.79,103.16,110.415,110.24,109.9025,104.7,104.25,103.95,384.83
2011-07-01,390.48,103.25,109.3975,104.95,335.67,347.83,350.13,103.66,103.69,103.79,109.15,110.415,110.24,104.8,104.7,104.25,381.32
2011-08-01,384.83,103.43,111.105,104.8,390.48,335.67,347.83,103.25,103.66,103.69,109.3975,109.15,110.415,104.95,104.8,104.7,404.78
2011-09-01,381.32,104.08,106.145,104.6,384.83,390.48,335.67,103.43,103.25,103.66,111.105,109.3975,109.15,104.8,104.95,104.8,382.2
2011-10-01,404.78,104.32,111.2275,105.0,381.32,384.83,390.48,104.08,103.43,103.25,106.145,111.105,109.3975,104.6,104.8,104.95,405.0
2011-11-01,382.2,104.405,111.67,105.35,404.78,381.32,384.83,104.32,104.08,103.43,111.2275,106.145,111.105,105.0,104.6,104.8,456.48
2011-12-01,405.0,104.65,111.94,106.0,382.2,404.78,381.32,104.405,104.32,104.08,111.67,111.2275,106.145,105.35,105.0,104.6,542.44
2012-01-01,456.48,103.99,110.5175,107.9,405.0,382.2,404.78,104.65,104.405,104.32,111.94,111.67,111.2275,106.0,105.35,105.0,599.55
2012-02-01,542.44,104.545,111.61666666666667,108.2,456.48,405.0,382.2,103.99,104.65,104.405,110.5175,111.94,111.67,107.9,106.0,105.35,583.98
2012-03-01,599.55,105.88,111.76,108.5,542.44,456.48,405.0,104.545,103.99,104.65,111.61666666666667,110.5175,111.94,108.2,107.9,106.0,577.73
2012-04-01,583.98,106.2,113.46,108.6,599.55,542.44,456.48,105.88,104.545,103.99,111.76,111.61666666666667,110.5175,108.5,108.2,107.9,584.0
2012-05-01,577.73,109.37333333333332,113.3125,108.75,583.98,599.55,542.44,106.2,105.88,104.545,113.46,111.76,111.61666666666667,108.6,108.5,108.2,610.76
2012-06-01,584.0,105.96,113.13,108.85,577.73,583.98,599.55,109.37333333333332,106.2,105.88,113.3125,113.46,111.76,108.75,108.6,108.5,665.24
2012-07-01,610.76,108.77,111.5275,108.55,584.0,577.73,583.98,105.96,109.37333333333332,106.2,113.13,113.3125,113.46,108.85,108.75,108.6,667.105
2012-08-01,665.24,109.15,112.27666666666666,108.55,610.76,584.0,577.73,108.77,105.96,109.37333333333332,111.5275,113.13,113.3125,108.55,108.85,108.75,595.32
2012-09-01,667.105,107.03,113.8725,108.45,665.24,610.76,584.0,109.15,108.77,105.96,112.27666666666666,111.5275,113.13,108.55,108.55,108.85,585.28
2012-10-01,595.32,107.37,114.095,108.65,667.105,665.24,610.76,107.03,109.15,108.77,113.8725,112.27666666666666,111.5275,108.45,108.55,108.55,532.1729
2012-11-01,585.28,107.44,112.31666666666666,108.3,595.32,667.105,665.24,107.37,107.03,109.15,114.095,113.8725,112.27666666666666,108.65,108.45,108.55,455.49
2012-12-01,532.1729,107.725,114.16,108.4,585.28,595.32,667.105,107.44,107.37,107.03,112.31666666666666,114.095,113.8725,108.3,108.65,108.45,441.4
2013-01-01,455.49,106.985,110.29333333333334,109.7,532.1729,585.28,595.32,107.725,107.44,107.37,114.16,112.31666666666666,114.095,108.4,108.3,108.65,442.66
2013-02-01,441.4,107.37,114.7025,109.85,455.49,532.1729,585.28,106.985,107.725,107.44,110.29333333333334,114.16,112.31666666666666,109.7,108.4,108.3,442.78
2013-03-01,442.66,111.78666666666668,113.07333333333334,109.95,441.4,455.49,532.1729,107.37,106.985,107.725,114.7025,110.29333333333334,114.16,109.85,109.7,108.4,449.735
2013-04-01,442.78,111.76333333333334,112.87,110.05,442.66,441.4,455.49,111.78666666666668,107.37,106.985,113.07333333333334,114.7025,110.29333333333334,109.95,109.85,109.7,396.53
2013-05-01,449.735,111.92333333333332,112.74666666666668,109.75,442.78,442.66,441.4,111.76333333333334,111.78666666666668,107.37,112.87,113.07333333333334,114.7025,110.05,109.95,109.85,452.53
2013-06-01,396.53,108.26,114.735,110.3,449.735,442.78,442.66,111.92333333333332,111.76333333333334,111.78666666666668,112.74666666666668,112.87,113.07333333333334,109.75,110.05,109.95,487.216
2013-07-01,452.53,110.96999999999998,111.55333333333331,109.9,396.53,449.735,442.78,108.26,111.92333333333332,111.76333333333334,114.735,112.74666666666668,112.87,110.3,109.75,110.05,476.75
2013-08-01,487.216,107.8,113.33333333333331,109.65,452.53,396.53,449.735,110.96999999999998,108.26,111.92333333333332,111.55333333333331,114.735,112.74666666666668,109.9,110.3,109.75,522.702
2013-09-01,476.75,112.36333333333334,113.08666666666666,109.15,487.216,452.53,396.53,107.8,110.96999999999998,108.26,113.33333333333331,111.55333333333331,114.735,109.65,109.9,110.3,556.07
